lib,mae,mse,nae,ppmae,b_det_t,i_det_t,b_est_t,i_est_t,b_tot_t,i_tot_t
pymesh,0.2935904961060816,0.1284884838862978,0.45470230431753556,0.030055896830121387,1710.593796673943,53.45605614606072,1255.8443908691406,39.245137214660645,2966.4381875430836,92.70119336072136
